# RNA expression levels in TPM (transcripts per million transcripts)
# At 0'..30' time points after rifampin inhibition of RNA synthesis
#
gene	class	0m	3m	6m	9m	12m	15m	18m	21m	24m	27m	30m
mqhA	early	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ckjR	middle	30.01	51.98	49.96	51.94	45.90	59.94	52.88	42.93	41.97	47.96	40.02
wzpG	early	4.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
innZ	early	6.00	5.00	3.00	3.00	3.99	5.99	2.99	4.99	2.00	0.00	0.00
nbcD	early	517.09	437.79	346.75	237.73	201.55	159.84	97.78	62.90	55.97	41.97	20.01
wbkL	early	21.00	16.99	12.99	12.99	6.98	4.99	3.99	0.00	2.00	1.00	2.00
urbJ	middle	209.04	239.88	239.82	235.73	209.53	170.83	186.58	173.72	123.93	114.92	100.06
fngZ	early	4.00	2.00	2.00	2.00	2.00	3.00	2.00	0.00	0.00	0.00	1.00
tigY	early	11.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
knmH	late	1000.18	1312.37	1442.94	1741.99	1730.14	1883.08	2025.43	2024.76	2053.77	2102.45	2157.21
dbaM	middle	343.06	378.82	482.65	475.45	560.75	605.38	593.66	633.99	603.64	571.58	574.32
kavH	early	78.01	71.97	59.96	49.94	55.88	28.97	27.94	26.96	19.99	18.99	8.00
jqqH	early	328.06	272.87	184.86	140.84	88.80	72.93	47.89	28.95	24.99	18.99	8.00
tojR	middle	79.01	82.96	85.94	92.89	95.79	86.91	99.78	94.85	93.94	76.94	88.05
inoW	middle	50.01	54.97	62.95	65.92	76.83	71.93	104.76	94.85	97.94	108.92	88.05
wwaE	early	81.01	65.97	56.96	35.96	22.95	13.99	11.97	10.98	6.00	1.00	2.00
nulL	early	176.03	127.94	64.95	33.96	23.95	16.98	11.97	5.99	4.00	0.00	0.00
hoaG	early	148.03	114.94	58.96	53.94	47.89	21.98	20.95	8.99	8.99	4.00	0.00
lwuG	middle	10.00	10.99	4.00	6.99	2.99	4.00	2.00	2.00	1.00	0.00	0.00
bbuN	middle	591.11	681.67	699.49	675.22	750.32	615.37	573.71	490.22	515.69	429.68	411.23
byxN	early	1064.19	926.56	775.43	579.33	445.01	316.68	228.48	157.75	98.94	76.94	43.02
hrcK	early	56.01	53.97	46.97	34.96	33.92	28.97	17.96	14.98	13.99	4.00	1.00
hcrA	middle	5352.96	5538.34	5574.91	5261.94	4812.25	4270.64	3652.77	3171.92	2699.39	2309.30	1979.11
ullI	early	32.01	16.99	6.00	4.00	1.00	2.00	0.00	1.00	0.00	0.00	0.00
vwzV	early	22.00	12.99	9.99	6.99	8.98	8.99	4.99	8.99	3.00	2.00	4.00
srzB	early	424.08	304.85	233.83	131.85	85.81	51.95	30.93	19.97	8.99	8.99	5.00
fdtM	early	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
jjuI	middle	8.00	11.99	12.99	11.99	7.98	4.99	8.98	3.99	3.00	3.00	2.00
vapP	early	18.00	7.00	6.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
jvfX	early	152.03	74.96	19.99	11.99	3.99	4.00	1.00	0.00	0.00	0.00	0.00
itiT	early	446.08	272.87	161.88	90.90	49.89	20.98	12.97	7.99	7.00	1.00	1.00
uilN	early	13.00	9.00	8.99	3.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00
gamR	early	46.01	31.98	25.98	12.99	8.98	8.99	3.99	2.00	0.00	1.00	0.00
igeY	middle	112.02	117.94	120.91	96.89	77.83	61.94	43.90	26.96	29.98	20.98	13.01
kuhY	early	13.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
cjnR	early	41.01	19.99	14.99	8.99	3.99	2.00	1.00	1.00	1.00	0.00	1.00
mkcU	early	46.01	36.98	18.99	8.99	2.99	4.99	2.99	0.00	0.00	0.00	0.00
fbsA	early	602.11	571.73	565.58	506.42	473.94	379.61	365.18	303.51	267.84	232.83	175.10
ianZ	early	80.01	67.97	78.94	65.92	51.88	44.95	43.90	29.95	25.98	20.98	15.01
tjuM	late	526.09	655.69	738.46	872.00	997.77	956.02	1065.60	1061.30	1106.34	1117.18	1129.63
qonD	late	3144.56	4446.87	6107.52	7636.21	9492.80	11710.03	14004.43	16428.71	19183.53	22259.64	25158.11
hihD	early	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
rexC	early	69.01	12.99	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ovwB	early	31.01	20.99	6.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
mbzA	early	482.09	395.81	247.82	196.77	137.69	96.90	63.86	43.93	21.99	21.98	20.01
dghA	early	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
dbwY	early	52.01	37.98	29.98	37.96	29.93	15.98	29.93	12.98	11.99	11.99	6.00
gdoW	middle	50.01	56.97	41.97	28.97	34.92	19.98	14.97	7.99	9.99	2.00	5.00
safO	middle	114.02	117.94	119.91	93.89	80.82	73.92	52.88	54.91	39.98	39.97	25.01
qtxQ	early	9.00	4.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
dpsO	middle	17.00	13.99	14.99	11.99	11.97	13.99	23.95	6.99	9.99	11.99	7.00
lmrE	middle	479.09	575.72	661.51	773.11	796.22	855.13	842.10	833.67	931.44	894.34	859.48
xzlG	early	81.01	33.98	8.99	9.99	2.99	3.00	2.00	0.00	1.00	0.00	0.00
xbkA	late	327.06	419.80	537.61	674.22	802.21	899.08	976.80	1092.25	1185.29	1271.07	1338.75
ismL	early	13.00	3.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
cwlE	early	110.02	62.97	22.98	8.99	1.00	0.00	0.00	0.00	0.00	0.00	0.00
cvnX	early	99.02	91.96	77.94	80.91	54.88	56.94	32.93	32.95	25.98	19.99	24.01
dzmI	early	27.00	17.99	6.99	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
bnoT	early	135.02	83.96	58.96	38.96	11.97	9.99	3.99	0.00	1.00	1.00	1.00
xlyJ	middle	1241.22	1246.40	1269.07	1055.78	981.81	825.16	697.43	587.06	451.73	387.72	293.16
iplI	early	4.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
nbwW	middle	13.00	15.99	11.99	4.99	5.99	5.99	2.99	3.99	4.00	4.00	1.00
vypA	early	48.01	30.99	19.99	18.98	6.98	4.00	0.00	1.00	0.00	1.00	0.00
larL	early	11.00	7.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
kwqH	early	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
luhM	middle	15.00	16.99	8.99	4.99	1.00	3.00	0.00	0.00	0.00	0.00	0.00
nhdD	middle	41.01	33.98	38.97	37.96	43.90	36.96	30.93	21.96	31.98	20.98	28.02
cqfJ	early	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
daqN	early	37.01	20.99	14.99	4.99	2.99	2.00	0.00	0.00	0.00	1.00	0.00
eitN	middle	43.01	49.98	39.97	44.95	46.90	35.96	18.96	24.96	16.99	14.99	9.01
unbC	late	2235.40	2883.62	3333.55	3851.57	4140.75	4549.35	4766.26	5051.92	5253.86	5378.05	5597.14
yovD	middle	367.07	436.79	447.67	376.57	333.26	352.64	323.27	275.56	231.86	188.86	141.08
swwU	middle	802.14	975.53	1114.18	1154.67	1209.30	1220.75	1193.31	1176.12	1049.37	1003.26	940.53
atmS	middle	4057.73	4836.68	5424.02	5614.54	5663.35	5740.13	5680.20	5339.46	5104.95	4929.38	4560.56
lkoT	early	60.01	30.99	13.99	4.00	8.98	1.00	2.00	0.00	0.00	0.00	0.00
efaT	early	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
uhwM	middle	1421.25	1696.19	1906.60	2193.48	2241.99	2233.72	2205.03	2181.51	2141.72	2136.43	2066.16
qaaL	middle	451.08	511.75	505.63	512.41	479.93	463.53	459.96	383.39	372.78	323.76	283.16
xufR	middle	46.01	59.97	43.97	60.93	63.86	49.95	44.90	38.94	47.97	24.98	26.01
zfqU	early	13.00	8.00	6.00	4.99	5.99	5.99	2.00	1.00	0.00	1.00	1.00
nvmT	early	19.00	12.99	1.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
anzF	middle	65.01	52.97	77.94	87.90	94.79	106.89	88.80	72.88	73.96	65.95	58.03
wnuM	early	61.01	56.97	52.96	41.95	30.93	34.96	27.94	30.95	19.99	13.99	15.01
giiV	middle	147.03	165.92	186.86	183.79	186.58	184.81	140.68	137.78	133.92	127.91	125.07
zsfG	middle	12.00	13.99	26.98	23.97	17.96	16.98	9.98	11.98	19.99	10.99	17.01
fspW	middle	332.06	358.83	408.70	392.55	396.12	394.60	373.16	335.46	314.81	300.78	243.14
shwJ	early	73.01	60.97	39.97	33.96	37.92	23.98	13.97	8.99	8.00	8.99	8.00
gidP	early	89.02	43.98	24.98	11.99	13.97	5.99	2.00	0.00	0.00	0.00	0.00
wgwM	early	143.03	53.97	23.98	6.99	1.00	0.00	1.00	0.00	0.00	0.00	0.00
yefP	early	483.09	433.79	455.67	397.54	335.25	310.68	242.45	209.66	175.89	153.89	132.07
lykZ	early	0.00	1.00	2.00	0.00	2.00	0.00	0.00	1.00	0.00	0.00	2.00
hucS	early	122.02	12.99	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ascT	middle	7.00	8.00	7.99	4.99	4.99	5.99	3.99	4.99	3.00	1.00	3.00
vfyM	early	9.00	7.00	6.99	5.99	4.99	1.00	1.00	3.00	0.00	0.00	0.00
cpuG	early	197.04	160.92	113.92	89.90	48.89	20.98	25.94	14.98	7.00	7.99	5.00
pjjY	early	4.00	2.00	3.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
lizO	late	340.06	476.77	605.56	698.20	813.18	939.04	1023.69	1118.21	1279.24	1314.03	1384.78
thrR	early	160.03	90.96	50.96	39.95	18.96	15.98	4.99	3.00	2.00	1.00	1.00
dziP	middle	136.02	205.90	209.85	269.69	279.38	278.72	267.40	312.50	278.83	296.78	294.17
ngbH	early	117.02	73.96	37.97	24.97	10.98	12.99	2.99	1.00	1.00	0.00	0.00
fjyH	middle	16.00	11.99	17.99	13.98	10.98	7.99	10.98	8.99	8.99	6.99	5.00
rhqF	early	67.01	50.98	39.97	21.97	17.96	11.99	8.98	6.99	5.00	1.00	1.00
ochA	early	11.00	6.00	10.99	5.99	3.99	3.00	2.99	3.99	5.00	2.00	3.00
rkxM	early	122.02	102.95	97.93	74.91	47.89	35.96	43.90	24.96	14.99	20.98	11.01
rgbV	middle	5.00	7.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
qcuO	middle	126.02	129.94	152.89	135.84	114.74	112.88	94.79	93.85	100.94	97.93	61.03
inaL	middle	62.01	63.97	53.96	67.92	61.86	49.95	56.87	27.96	41.97	37.97	31.02
vyfO	early	108.02	69.97	53.96	62.93	48.89	27.97	21.95	6.99	7.00	11.99	4.00
gtsU	middle	7.00	10.99	6.99	4.99	2.00	0.00	2.00	1.00	4.00	0.00	1.00
uufV	late	1212.22	1547.26	1979.55	2296.36	2616.16	2997.94	3243.69	3468.45	3770.75	3959.09	4057.28
tsgJ	early	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
udjF	early	89.02	12.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
fnqX	early	29.01	21.99	11.99	7.99	3.99	1.00	1.00	2.00	0.00	1.00	0.00
kozR	early	74.01	52.97	33.98	28.97	11.97	8.99	4.99	2.00	3.00	0.00	0.00
zypC	early	25.00	17.99	3.00	4.00	4.99	2.00	2.00	0.00	0.00	0.00	0.00
hhqE	early	12.00	9.00	3.00	4.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
yruM	middle	36.01	46.98	45.97	54.94	61.86	53.94	63.86	65.89	65.96	49.96	55.03
fpjP	early	112.02	105.95	106.92	93.89	59.87	35.96	33.92	26.96	14.99	19.99	10.01
mjtA	early	36.01	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
mkzY	early	23.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
unhY	early	3.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
kjyJ	middle	61.01	68.97	59.96	41.95	37.92	21.98	15.96	11.98	10.99	6.99	1.00
pzpF	middle	32.01	51.98	56.96	26.97	37.92	21.98	16.96	14.98	8.00	6.99	10.01
ukkQ	early	22.00	10.00	5.00	2.00	1.00	1.00	1.00	0.00	1.00	0.00	0.00
pqyP	early	16.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ajfB	early	66.01	49.98	40.97	12.99	18.96	16.98	11.97	3.99	6.00	1.00	1.00
issG	early	9.00	4.00	5.00	5.99	4.99	2.00	2.99	1.00	2.00	1.00	2.00
hecT	early	81.01	54.97	28.98	17.98	11.97	4.99	4.99	2.00	0.00	0.00	0.00
fbzY	early	46.01	28.99	14.99	9.99	2.99	4.00	1.00	0.00	0.00	1.00	0.00
esvE	early	202.04	153.93	161.88	97.89	77.83	52.95	37.91	33.95	24.99	12.99	8.00
qyfB	late	1263.23	1794.14	2290.32	2843.73	3649.85	4227.68	4881.00	5684.90	6371.19	7297.64	8352.69
kwtV	early	26.00	18.99	13.99	6.99	3.99	0.00	1.00	0.00	0.00	1.00	0.00
toaO	middle	88.02	118.94	128.91	113.87	98.78	119.88	105.76	93.85	77.95	83.94	65.04
ckkT	early	74.01	50.98	31.98	19.98	6.98	3.00	2.99	2.00	1.00	1.00	2.00
qafX	early	11.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
xbaY	early	53.01	13.99	13.99	4.99	2.99	1.00	2.99	0.00	0.00	0.00	0.00
moxH	middle	13.00	16.99	13.99	17.98	29.93	19.98	14.97	10.98	17.99	15.99	12.01
jzmE	early	38.01	31.98	12.99	6.99	7.98	2.00	1.00	2.00	1.00	0.00	0.00
fwuG	middle	59.01	57.97	68.95	61.93	61.86	46.95	48.89	42.93	48.97	44.97	46.03
bbwB	early	13.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
sgtO	middle	735.13	973.53	1092.20	1150.68	1134.47	1231.74	1247.19	1232.03	1216.27	1195.12	1165.65
udlD	early	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
jeqA	middle	11.00	6.00	15.99	17.98	9.98	7.99	10.98	9.98	4.00	5.00	5.00
veiP	middle	520.09	622.70	669.51	605.30	591.68	533.45	498.88	475.24	373.78	334.75	331.19
xrbD	late	727.13	840.60	1020.25	1179.64	1181.36	1280.69	1295.08	1301.92	1321.21	1320.03	1340.75
uxaY	early	50.01	20.99	8.99	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
isjH	middle	12.00	11.99	13.99	6.99	7.98	9.99	6.98	6.99	4.00	3.00	2.00
vmvE	middle	13.00	13.99	9.99	6.99	2.99	7.99	2.99	1.00	2.00	2.00	2.00
bwmR	early	9.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
yzpT	early	3.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ymlH	early	370.07	356.83	298.78	265.69	197.56	148.85	105.76	82.87	58.96	36.97	25.01
wwiN	middle	79.01	126.94	125.91	123.86	126.72	102.89	118.73	105.83	95.94	74.94	96.05
zpsM	early	43.01	18.99	12.99	4.00	2.99	3.00	1.00	0.00	0.00	0.00	0.00
ngzA	early	126.02	93.95	88.93	93.89	57.87	48.95	27.94	31.95	15.99	7.99	10.01
jlnG	early	12.00	4.00	2.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
kkeM	early	16.00	5.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
rfnS	early	163.03	154.93	90.93	77.91	56.87	37.96	15.96	11.98	8.99	7.99	1.00
lhfP	middle	76.01	87.96	71.95	76.91	58.87	57.94	45.90	39.94	36.98	24.98	18.01
scvI	early	552.10	365.82	212.84	112.87	83.81	42.96	21.95	8.99	8.00	5.00	2.00
ifhG	early	23.00	22.99	22.98	18.98	19.96	5.99	2.99	9.98	8.99	5.00	3.00
oreR	middle	371.07	457.78	572.58	683.21	684.47	800.18	799.20	827.68	908.46	899.34	893.50
mfeG	early	201.04	120.94	64.95	38.96	13.97	4.99	1.00	0.00	1.00	0.00	0.00
znsF	early	95.02	15.99	3.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
tjpO	early	26.00	19.99	22.98	9.99	13.97	4.99	2.00	2.00	1.00	1.00	0.00
thtN	early	41.01	26.99	25.98	29.97	20.95	14.98	9.98	7.99	8.00	4.00	3.00
xlbX	early	20.00	11.99	6.99	4.99	2.00	1.00	1.00	0.00	0.00	0.00	0.00
simV	early	199.04	147.93	106.92	56.93	35.92	29.97	15.96	9.98	8.99	1.00	1.00
nigE	early	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
lmtW	early	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ldfL	early	156.03	107.95	52.96	21.97	13.97	10.99	3.99	3.99	1.00	1.00	0.00
wmrK	middle	27.00	27.99	40.97	37.96	35.92	33.97	27.94	28.95	31.98	20.98	19.01
bclQ	early	22.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
adpZ	early	39.01	25.99	8.99	4.99	2.99	0.00	0.00	0.00	0.00	0.00	0.00
hehS	early	26.00	9.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
yhdF	early	282.05	276.87	256.81	204.76	172.61	130.87	105.76	81.87	52.97	53.96	47.03
ndvL	early	438.08	383.82	269.80	176.80	105.76	78.92	53.88	41.93	19.99	19.99	8.00
xpwE	middle	1053.19	1173.44	1100.19	1115.72	922.94	881.10	802.19	659.94	555.67	496.63	417.23
ecuT	early	39.01	38.98	31.98	35.96	26.94	23.98	21.95	23.96	7.00	6.00	10.01
chdM	early	94.02	33.98	31.98	22.97	10.98	8.99	3.99	2.00	0.00	0.00	0.00
ovsB	early	30.01	14.99	6.00	3.00	3.99	3.00	0.00	0.00	0.00	0.00	0.00
nzmM	early	268.05	263.87	258.81	238.73	234.48	212.78	141.68	137.78	97.94	70.95	78.04
olhS	early	11.00	4.00	2.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
hxeG	middle	4.00	6.00	9.99	12.99	6.98	3.00	3.99	5.99	4.00	0.00	4.00
spoM	middle	37.01	40.98	40.97	61.93	63.86	64.93	80.82	69.89	90.95	90.93	86.05
earA	early	160.03	141.93	139.90	109.87	88.80	100.90	53.88	65.89	43.97	29.98	25.01
fhfM	early	13.00	3.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aacU	middle	180.03	225.89	221.84	224.74	232.48	208.79	197.55	165.73	153.91	140.90	145.08
nbdM	middle	76.01	81.96	80.94	80.91	72.84	61.94	56.87	69.89	54.97	35.97	38.02
ymnY	middle	11.00	5.00	12.99	6.99	2.99	0.00	3.99	1.00	3.00	3.00	0.00
ocaB	late	5120.92	6519.87	7739.32	8667.02	9252.34	10058.72	10689.90	11052.32	11352.21	11535.52	11683.55
eisT	early	574.10	96.95	26.98	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
keaI	early	7.00	6.00	3.00	1.00	1.00	1.00	1.00	1.00	0.00	0.00	0.00
hogD	early	1.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
pojP	early	20.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hlnG	early	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
paeJ	early	12.00	4.00	6.00	3.00	1.00	1.00	2.00	0.00	0.00	0.00	0.00
nefT	early	95.02	77.96	57.96	36.96	30.93	35.96	10.98	6.99	10.99	6.00	4.00
cacN	late	137.02	206.90	279.79	297.66	403.10	413.58	522.82	596.05	593.65	693.49	697.39
vjuQ	middle	3.00	3.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aimK	early	15.00	14.99	11.99	2.00	7.98	8.99	2.99	2.00	3.00	1.00	0.00
nncC	early	159.03	128.94	96.93	58.93	42.90	20.98	21.95	9.98	11.99	1.00	3.00
lelN	middle	11.00	10.00	7.99	12.99	10.98	5.99	6.98	8.99	8.00	7.99	6.00
sqpB	early	50.01	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
obkJ	early	11.00	10.99	3.00	6.99	4.99	2.00	1.00	1.00	1.00	0.00	0.00
zziF	middle	8.00	6.00	5.00	8.99	5.99	4.99	2.00	3.00	0.00	0.00	5.00
anwU	early	41.01	25.99	21.98	21.97	12.97	9.99	9.98	3.99	6.00	1.00	1.00
dwtJ	middle	95.02	98.95	71.95	62.93	43.90	23.98	17.96	15.97	11.99	4.00	4.00
cvcB	early	10.00	10.00	5.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00
vfxO	middle	36.01	50.98	42.97	58.93	54.88	55.94	53.88	61.90	57.97	48.96	41.02
iirV	early	579.10	522.75	378.72	288.67	191.57	140.86	98.78	73.88	55.97	38.97	29.02
rfiM	middle	7.00	10.99	10.99	7.99	6.98	4.00	6.98	3.99	0.00	0.00	0.00
namT	early	6.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
jaaF	early	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
durZ	late	110.02	135.93	166.88	201.77	192.57	207.79	208.53	238.62	216.87	243.82	246.14
ynjG	early	76.01	40.98	11.99	4.99	3.99	1.00	1.00	0.00	0.00	0.00	0.00
scyU	early	1138.20	1007.52	701.49	495.43	356.20	278.72	173.61	120.81	91.95	53.96	28.02
mkfK	early	134.02	117.94	98.93	56.93	58.87	43.96	29.93	17.97	17.99	6.99	9.01
zogH	early	6.00	4.00	2.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
abrO	middle	49.01	55.97	52.96	54.94	63.86	43.96	43.90	38.94	21.99	24.98	20.01
ewsT	early	74.01	45.98	28.98	10.99	4.99	4.00	0.00	0.00	1.00	0.00	0.00
lpeQ	early	7.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
uhyQ	early	113.02	105.95	112.92	108.87	105.76	108.89	75.83	90.85	85.95	63.95	64.04
fbnJ	early	4.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
onkU	early	28.01	19.99	6.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
geeS	early	38.01	29.99	9.99	13.98	2.99	1.00	1.00	0.00	0.00	0.00	0.00
jeoQ	early	170.03	106.95	81.94	36.96	29.93	10.99	14.97	6.99	6.00	1.00	1.00
zrkK	early	483.09	352.83	272.80	186.79	141.68	109.89	78.82	40.93	28.98	18.99	10.01
bdbJ	middle	4.00	10.00	5.00	2.00	9.98	4.99	8.98	1.00	3.00	4.00	3.00
dfuF	early	129.02	92.96	72.95	43.95	39.91	18.98	16.96	5.99	4.00	1.00	2.00
yskL	early	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
xgzY	early	156.03	126.94	134.90	89.90	80.82	62.94	35.92	28.95	20.99	15.99	15.01
hhhR	late	193.03	277.87	323.76	377.57	440.02	547.44	549.76	649.96	625.63	757.44	774.43
ilcH	early	3.00	1.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00
jfpY	middle	39.01	39.98	45.97	40.95	42.90	38.96	40.91	35.94	46.97	25.98	38.02
imuF	early	3.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
xjkK	early	150.03	113.95	67.95	50.94	29.93	16.98	15.96	9.98	4.00	5.00	1.00
gayA	middle	533.10	589.72	687.50	728.16	679.48	693.29	665.50	630.99	637.62	555.59	518.29
iezV	early	22.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
vsgT	early	279.05	128.94	58.96	26.97	10.98	8.99	2.00	0.00	0.00	0.00	0.00
mhvB	early	127.02	111.95	106.92	87.90	49.89	36.96	37.91	37.94	22.99	15.99	10.01
odmG	middle	299.05	296.86	339.75	328.62	360.20	329.66	284.36	263.58	248.85	224.83	217.12
ejiH	early	654.12	442.79	284.79	131.85	88.80	49.95	16.96	5.99	8.99	3.00	3.00
ifdF	early	5.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
xioF	middle	378.07	389.81	399.71	339.61	334.25	286.71	248.44	200.68	185.89	165.88	98.06
pbwY	early	44.01	21.99	12.99	9.99	1.00	0.00	0.00	2.00	0.00	0.00	0.00
jdoV	early	34.01	9.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
kqfD	early	48.01	47.98	38.97	31.96	21.95	13.99	9.98	4.99	2.00	2.00	3.00
eusI	early	2.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
vdvX	early	17.00	9.00	6.00	7.99	5.99	1.00	1.00	0.00	0.00	0.00	0.00
kwjB	early	382.07	286.86	190.86	118.86	59.87	53.94	18.96	11.98	7.00	6.99	1.00
nqjL	middle	199.04	217.90	207.85	209.76	147.67	169.83	117.73	107.83	95.94	88.93	68.04
fknD	early	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ltlA	middle	166.03	208.90	205.85	190.78	184.59	188.81	179.60	166.73	134.92	140.90	109.06
qvyI	early	462.08	336.84	204.85	158.82	122.73	67.93	54.88	40.93	30.98	10.99	5.00
jakH	middle	19.00	19.99	13.99	5.99	2.99	1.00	0.00	0.00	0.00	0.00	0.00
nfoR	early	12.00	6.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ajaI	middle	65.01	65.97	103.92	77.91	85.81	99.90	97.78	101.84	86.95	85.94	83.05
jusV	early	30.01	25.99	12.99	12.99	4.99	2.00	3.99	1.00	0.00	0.00	0.00
snlR	late	417.07	621.70	750.45	820.06	928.93	1030.95	1120.47	1121.21	1219.27	1255.08	1368.77
sgfC	early	644.12	439.79	271.80	178.79	90.80	59.94	32.93	20.97	14.99	14.99	3.00
ucmQ	early	186.03	131.94	102.92	88.90	63.86	41.96	14.97	16.97	12.99	11.99	9.01
szuQ	early	13.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
rvxV	middle	37.01	40.98	56.96	43.95	37.92	36.96	47.89	34.94	23.99	24.98	19.01
eejW	middle	29.01	30.99	16.99	20.98	9.98	5.99	7.98	3.99	6.00	0.00	1.00
lsaM	middle	35.01	42.98	42.97	59.93	44.90	34.96	44.90	34.94	27.98	29.98	31.02
itqT	early	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
vvnT	middle	62.01	73.96	46.97	37.96	25.94	20.98	14.97	10.98	5.00	2.00	4.00
bchA	early	22.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
domH	middle	148.03	166.92	198.85	200.77	228.49	202.79	229.48	209.66	187.89	217.84	163.09
hjgK	middle	1.00	6.00	5.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00
